,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,name,grand_slams,most_recent_gs
199,2017-560,US Open,Hard,128,G,20170828,226,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.2361396304,104731,28.0,,Kevin Anderson,R,203.0,RSA,31.279945243,6-3 6-3 6-4,5,F,147.0,1.0,1.0,72.0,45.0,38.0,19.0,14.0,0.0,0.0,10.0,4.0,108.0,64.0,47.0,16.0,14.0,5.0,9.0,1.0,7645.0,32.0,1360.0,2017,2010s,11.0,Rafael Nadal,20,2020
200,2018-580,Australian Open,Hard,128,G,20180115,701,103819,2.0,,Roger Federer,R,185.0,SUI,36.4380561259,105227,6.0,,Marin Cilic,R,198.0,CRO,29.2977412731,6-2 6-7(5) 6-3 3-6 6-1,5,F,183.0,24.0,4.0,139.0,84.0,67.0,32.0,23.0,7.0,9.0,16.0,5.0,141.0,88.0,61.0,27.0,22.0,7.0,13.0,2.0,9605.0,6.0,3805.0,2018,2010s,40.0,Roger Federer,20,2018
201,2018-520,Roland Garros,Clay,128,G,20180528,226,104745,1.0,,Rafael Nadal,L,185.0,ESP,31.9835728953,106233,7.0,,Dominic Thiem,R,185.0,AUT,24.7310061602,6-4 6-3 6-2,5,F,162.0,0.0,3.0,82.0,56.0,46.0,12.0,14.0,2.0,3.0,7.0,5.0,102.0,59.0,40.0,15.0,13.0,12.0,17.0,1.0,8770.0,8.0,3355.0,2018,2010s,7.0,Rafael Nadal,20,2020
202,2018-540,Wimbledon,Grass,128,G,20180702,226,104925,12.0,,Novak Djokovic,R,188.0,SRB,31.112936345,104731,8.0,,Kevin Anderson,R,203.0,RSA,32.1232032854,6-2 6-2 7-6(3),5,F,139.0,6.0,4.0,94.0,68.0,52.0,17.0,15.0,7.0,7.0,10.0,5.0,80.0,49.0,34.0,15.0,14.0,0.0,4.0,21.0,1715.0,8.0,3635.0,2018,2010s,16.0,Novak Djokovic,18,2021
203,2018-560,US Open,Hard,128,G,20180827,226,104925,6.0,,Novak Djokovic,R,188.0,SRB,31.266255989,105223,3.0,,Juan Martin del Potro,R,198.0,ARG,29.9247091034,6-3 7-6(4) 6-3,5,F,196.0,1.0,2.0,118.0,74.0,50.0,26.0,17.0,4.0,6.0,6.0,1.0,89.0,57.0,38.0,16.0,14.0,3.0,7.0,6.0,4445.0,3.0,5500.0,2018,2010s,7.0,Novak Djokovic,18,2021
204,2019-580,Australian Open,Hard,128,G,20190114,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,31.6495550992,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.6160164271,6-3 6-2 6-3,5,F,124.0,8.0,0.0,69.0,50.0,40.0,16.0,13.0,1.0,1.0,3.0,2.0,73.0,47.0,24.0,16.0,13.0,3.0,8.0,1.0,9135.0,2.0,7480.0,2019,2010s,11.0,Novak Djokovic,18,2021
205,2019-520,Roland Garros,Clay,128,G,20190527,1701,104745,2.0,,Rafael Nadal,L,185.0,ESP,32.9801505818,106233,4.0,,Dominic Thiem,R,185.0,AUT,25.7275838467,6-3 5-7 6-1 6-1,5,F,181.0,3.0,0.0,106.0,78.0,57.0,18.0,18.0,4.0,6.0,7.0,1.0,92.0,64.0,37.0,14.0,17.0,6.0,13.0,2.0,7945.0,4.0,4685.0,2019,2010s,10.0,Rafael Nadal,20,2020
206,2019-540,Wimbledon,Grass,128,G,20190701,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,32.1095140315,103819,2.0,,Roger Federer,R,185.0,SUI,37.8945927447,7-6(5) 1-6 7-6(4) 4-6 13-12,5,F,297.0,10.0,9.0,219.0,136.0,101.0,39.0,34.0,6.0,13.0,25.0,6.0,203.0,127.0,100.0,39.0,34.0,5.0,8.0,1.0,12415.0,3.0,6620.0,2019,2010s,35.0,Novak Djokovic,18,2021
207,2019-560,US Open,Hard,128,G,20190826,226,104745,2.0,,Rafael Nadal,L,185.0,ESP,33.2292950034,106421,5.0,,Daniil Medvedev,R,,RUS,23.537303217,7-5 6-3 5-7 4-6 6-4,5,F,290.0,5.0,5.0,159.0,93.0,72.0,34.0,27.0,10.0,15.0,14.0,4.0,182.0,117.0,76.0,35.0,26.0,15.0,21.0,2.0,7945.0,5.0,4125.0,2019,2010s,19.0,Rafael Nadal,20,2020
208,2020-580,Australian Open,Hard,128,G,20200120,226,104925,2.0,,Novak Djokovic,R,188.0,SRB,32.6652977413,106233,5.0,,Dominic Thiem,R,185.0,AUT,26.379192334,6-4 4-6 2-6 6-3 6-4,5,F,239.0,9.0,5.0,134.0,87.0,66.0,24.0,24.0,7.0,12.0,13.0,5.0,170.0,108.0,75.0,28.0,23.0,7.0,12.0,2.0,9720.0,5.0,5890.0,2020,2020s,22.0,Novak Djokovic,18,2021
209,2020-560,Us Open,Hard,128,G,20200831,226,106233,2.0,,Dominic Thiem,R,185.0,AUT,26.9924709103,100644,5.0,,Alexander Zverev,R,198.0,GER,23.3648186174,2-6 4-6 6-4 6-3 7-6(6),5,F,242.0,8.0,8.0,165.0,103.0,70.0,30.0,26.0,10.0,18.0,15.0,15.0,157.0,101.0,71.0,23.0,24.0,6.0,13.0,3.0,7135.0,7.0,3630.0,2020,2020s,23.0,Dominic Thiem,1,2020
210,2020-520,Roland Garros,Clay,128,G,20200928,1701,104745,1.0,,Rafael Nadal,L,185.0,ESP,34.3216974675,104925,2.0,,Novak Djokovic,R,188.0,SRB,33.3552361396,6-0 6-2 7-5,5,F,161.0,4.0,1.0,84.0,55.0,37.0,19.0,13.0,4.0,5.0,1.0,4.0,99.0,66.0,33.0,16.0,13.0,11.0,18.0,2.0,9850.0,1.0,11260.0,2020,2020s,5.0,Rafael Nadal,20,2020
211,2021-580,Australian Open,Hard,128,G,20210208,226,104925,1.0,,Novak Djokovic,R,188.0,SRB,33.7193702943,106421,4.0,,Daniil Medvedev,R,,RUS,24.9938398357,7-5 6-2 6-2,5,F,113.0,3.0,2.0,78.0,52.0,38.0,15.0,14.0,2.0,4.0,6.0,4.0,77.0,49.0,34.0,9.0,14.0,4.0,11.0,1.0,12030.0,4.0,8715.0,2021,2020s,9.0,Novak Djokovic,18,2021
