,tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,year,decade,total_ace,total_df,total_points,total_1stIn,total_2ndserve,total_1stWon,total_2ndWon,total_1st_perc,total_1st_win_perc,total_2nd_win_perc,aces_per_point,df_per_point
147821,2010-410,Monte Carlo Masters,Clay,56,M,20100411,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,23.8576317591,104269,6.0,,Fernando Verdasco,L,188.0,ESP,26.4065708419,6-0 6-1,3,F,86.0,2.0,1.0,45.0,31.0,20.0,9.0,6.0,5.0,5.0,2.0,3.0,53.0,31.0,12.0,7.0,7.0,8.0,14.0,3.0,6980.0,12.0,2725.0,2010,2010s,4.0,4.0,98.0,62.0,36.0,32.0,16.0,63.265306122448976,51.61290322580645,44.44444444444444,0.04081632653061224,0.04081632653061224
147931,2010-416,Rome Masters,Clay,56,M,20100425,55,104745,3.0,,Rafael Nadal,L,185.0,ESP,23.8959616701,103970,13.0,,David Ferrer,R,175.0,ESP,28.0657084189,7-5 6-2,3,F,104.0,3.0,0.0,55.0,44.0,34.0,7.0,10.0,1.0,1.0,1.0,5.0,81.0,58.0,36.0,9.0,10.0,10.0,13.0,3.0,6480.0,17.0,2105.0,2010,2010s,4.0,5.0,136.0,102.0,34.0,70.0,16.0,75.0,68.62745098039215,47.05882352941177,0.029411764705882353,0.03676470588235294
148094,2010-1536,Madrid Masters,Clay,56,M,20100509,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,23.9342915811,103819,1.0,,Roger Federer,R,185.0,SUI,28.7529089665,6-4 7-6(5),3,F,131.0,2.0,2.0,81.0,59.0,32.0,14.0,11.0,8.0,11.0,9.0,0.0,88.0,59.0,35.0,14.0,11.0,7.0,11.0,3.0,6480.0,1.0,10430.0,2010,2010s,11.0,2.0,169.0,118.0,51.0,67.0,28.0,69.8224852071006,56.779661016949156,54.90196078431372,0.0650887573964497,0.011834319526627219
148979,2010-421,Canada Masters,Hard,56,M,20100809,55,104918,4.0,,Andy Murray,R,190.0,GBR,23.2361396304,103819,3.0,,Roger Federer,R,185.0,SUI,29.0020533881,7-5 7-5,3,F,125.0,6.0,5.0,65.0,35.0,26.0,15.0,12.0,1.0,4.0,4.0,1.0,67.0,43.0,27.0,11.0,12.0,5.0,10.0,4.0,5305.0,3.0,6795.0,2010,2010s,10.0,6.0,132.0,78.0,54.0,53.0,26.0,59.09090909090909,67.94871794871794,48.148148148148145,0.07575757575757576,0.045454545454545456
149034,2010-422,Cincinnati Masters,Hard,56,M,20100815,55,103819,3.0,,Roger Federer,R,185.0,SUI,29.0212183436,103888,,WC,Mardy Fish,R,188.0,USA,28.6844626968,6-7(5) 7-6(1) 6-4,3,F,160.0,11.0,1.0,110.0,70.0,54.0,27.0,17.0,1.0,1.0,17.0,3.0,128.0,72.0,52.0,32.0,17.0,4.0,5.0,2.0,7215.0,36.0,1151.0,2010,2010s,28.0,4.0,238.0,142.0,96.0,106.0,59.0,59.66386554621849,74.64788732394366,61.458333333333336,0.11764705882352941,0.01680672268907563
149504,2010-5014,Shanghai Masters,Hard,56,M,20101010,55,104918,4.0,,Andy Murray,R,190.0,GBR,23.40862423,103819,3.0,,Roger Federer,R,185.0,SUI,29.1745379877,6-3 6-2,3,F,85.0,6.0,1.0,53.0,28.0,23.0,14.0,8.0,6.0,6.0,3.0,2.0,69.0,48.0,31.0,5.0,9.0,4.0,8.0,4.0,5125.0,3.0,6735.0,2010,2010s,9.0,3.0,122.0,76.0,46.0,54.0,19.0,62.295081967213115,71.05263157894737,41.30434782608695,0.07377049180327869,0.02459016393442623
149752,2010-352,Paris Masters,Hard,48,M,20101107,47,104417,4.0,,Robin Soderling,R,193.0,SWE,26.2340862423,104792,12.0,,Gael Monfils,R,193.0,FRA,24.1861738535,6-1 7-6(1),3,F,77.0,9.0,4.0,58.0,34.0,30.0,15.0,10.0,0.0,0.0,8.0,2.0,54.0,30.0,21.0,12.0,9.0,1.0,3.0,5.0,4960.0,14.0,2485.0,2010,2010s,17.0,6.0,112.0,64.0,48.0,51.0,27.0,57.142857142857146,79.6875,56.25,0.15178571428571427,0.05357142857142857
150634,2011-404,Indian Wells Masters,Hard,96,M,20110310,95,104925,3.0,,Novak Djokovic,R,188.0,SRB,23.7919233402,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.758384668,4-6 6-3 6-2,3,F,146.0,4.0,4.0,89.0,55.0,41.0,18.0,14.0,6.0,9.0,2.0,0.0,69.0,29.0,20.0,23.0,13.0,3.0,8.0,3.0,7800.0,1.0,12390.0,2011,2010s,6.0,4.0,158.0,84.0,74.0,61.0,41.0,53.164556962025316,72.61904761904762,55.4054054054054,0.0379746835443038,0.02531645569620253
150729,2011-403,Miami Masters,Hard,96,M,20110323,95,104925,2.0,,Novak Djokovic,R,188.0,SRB,23.8302532512,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.7967145791,4-6 6-3 7-6(4),3,F,202.0,3.0,0.0,95.0,54.0,36.0,29.0,16.0,2.0,4.0,5.0,6.0,110.0,66.0,46.0,20.0,15.0,7.0,9.0,2.0,8710.0,1.0,12630.0,2011,2010s,8.0,6.0,205.0,120.0,85.0,82.0,49.0,58.53658536585366,68.33333333333333,57.64705882352941,0.03902439024390244,0.02926829268292683
150838,2011-410,Monte Carlo Masters,Clay,56,M,20110410,55,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.8542094456,103970,4.0,,David Ferrer,R,175.0,ESP,29.0239561944,6-4 7-5,3,F,137.0,0.0,3.0,83.0,51.0,33.0,18.0,11.0,5.0,7.0,0.0,2.0,70.0,36.0,25.0,15.0,11.0,7.0,11.0,1.0,12870.0,6.0,4600.0,2011,2010s,0.0,5.0,153.0,87.0,66.0,58.0,33.0,56.86274509803921,66.66666666666667,50.0,0.0,0.032679738562091505
151033,2011-1536,Madrid Masters,Clay,56,M,20110501,55,104925,2.0,,Novak Djokovic,R,188.0,SRB,23.9452429843,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.9117043121,7-5 6-4,3,F,138.0,3.0,1.0,58.0,33.0,23.0,13.0,11.0,3.0,6.0,3.0,0.0,75.0,52.0,29.0,9.0,11.0,7.0,12.0,2.0,9710.0,1.0,11915.0,2011,2010s,6.0,1.0,133.0,85.0,48.0,52.0,22.0,63.909774436090224,61.1764705882353,45.833333333333336,0.045112781954887216,0.007518796992481203
151088,2011-416,Rome Masters,Clay,56,M,20110508,55,104925,2.0,,Novak Djokovic,R,188.0,SRB,23.9644079398,104745,1.0,,Rafael Nadal,L,185.0,ESP,24.9308692676,6-4 6-4,3,F,133.0,0.0,1.0,61.0,46.0,31.0,7.0,10.0,1.0,3.0,2.0,1.0,69.0,49.0,33.0,5.0,10.0,7.0,11.0,2.0,10665.0,1.0,12470.0,2011,2010s,2.0,2.0,130.0,95.0,35.0,64.0,12.0,73.07692307692308,67.36842105263158,34.285714285714285,0.015384615384615384,0.015384615384615384
152022,2011-421,Canada Masters,Hard,56,M,20110808,55,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.2135523614,103888,6.0,,Mardy Fish,R,188.0,USA,29.6618754278,6-2 3-6 6-4,3,F,144.0,4.0,2.0,96.0,61.0,43.0,18.0,14.0,8.0,10.0,8.0,3.0,83.0,43.0,31.0,19.0,13.0,5.0,8.0,1.0,12860.0,8.0,2505.0,2011,2010s,12.0,5.0,179.0,104.0,75.0,74.0,37.0,58.100558659217874,71.15384615384616,49.333333333333336,0.0670391061452514,0.027932960893854747
152077,2011-422,Cincinnati Masters,Hard,56,M,20110814,55,104918,4.0,,Andy Murray,R,190.0,GBR,24.2518822724,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.2327173169,6-4 3-0 RET,3,F,72.0,1.0,0.0,34.0,19.0,16.0,8.0,6.0,1.0,2.0,0.0,1.0,50.0,33.0,18.0,5.0,7.0,2.0,6.0,4.0,5715.0,1.0,13500.0,2011,2010s,1.0,1.0,84.0,52.0,32.0,34.0,13.0,61.904761904761905,65.38461538461539,40.625,0.011904761904761904,0.011904761904761904
152546,2011-5014,Shanghai Masters,Hard,56,M,20111009,55,104918,2.0,,Andy Murray,R,190.0,GBR,24.4052019165,103970,3.0,,David Ferrer,R,175.0,ESP,29.5222450376,7-5 6-4,3,F,106.0,7.0,4.0,59.0,37.0,32.0,9.0,11.0,2.0,4.0,1.0,4.0,80.0,35.0,24.0,20.0,11.0,5.0,9.0,4.0,7825.0,5.0,4200.0,2011,2010s,8.0,8.0,139.0,72.0,67.0,56.0,29.0,51.798561151079134,77.77777777777777,43.28358208955224,0.05755395683453238,0.05755395683453238
152737,2011-352,Paris Masters,Hard,48,M,20111107,13,103819,3.0,,Roger Federer,R,185.0,SUI,30.2477754962,104542,6.0,,Jo-Wilfried Tsonga,R,188.0,FRA,26.5571526352,6-1 7-6(3),3,F,86.0,4.0,1.0,70.0,43.0,38.0,14.0,10.0,4.0,4.0,7.0,2.0,61.0,37.0,28.0,12.0,9.0,3.0,5.0,4.0,7530.0,8.0,2935.0,2011,2010s,11.0,3.0,131.0,80.0,51.0,66.0,26.0,61.06870229007634,82.5,50.98039215686274,0.08396946564885496,0.022900763358778626
153632,2012-404,Indian Wells Masters,Hard,96,M,20120308,95,103819,3.0,,Roger Federer,R,185.0,SUI,30.5735797399,104545,11.0,,John Isner,R,206.0,USA,26.8583162218,7-6(7) 6-3,3,F,82.0,7.0,2.0,56.0,35.0,33.0,14.0,10.0,3.0,3.0,4.0,1.0,71.0,52.0,37.0,9.0,11.0,1.0,3.0,3.0,8710.0,11.0,2120.0,2012,2010s,11.0,3.0,127.0,87.0,40.0,70.0,23.0,68.50393700787401,80.45977011494253,57.5,0.08661417322834646,0.023622047244094488
153727,2012-403,Miami Masters,Hard,96,M,20120321,95,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.8268309377,104918,4.0,,Andy Murray,R,190.0,GBR,24.8459958932,6-1 7-6(4),3,F,138.0,5.0,2.0,71.0,47.0,35.0,15.0,10.0,1.0,1.0,6.0,3.0,85.0,47.0,29.0,20.0,9.0,6.0,8.0,1.0,12670.0,4.0,7450.0,2012,2010s,11.0,5.0,156.0,94.0,62.0,64.0,35.0,60.256410256410255,68.08510638297872,56.45161290322581,0.07051282051282051,0.03205128205128205
153949,2012-410,Monte Carlo Masters,Clay,56,M,20120415,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,25.8699520876,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.9034907598,6-3 6-1,3,F,79.0,3.0,1.0,38.0,26.0,22.0,6.0,8.0,0.0,1.0,0.0,0.0,48.0,30.0,12.0,10.0,8.0,3.0,8.0,2.0,9215.0,1.0,12670.0,2012,2010s,3.0,1.0,86.0,56.0,30.0,34.0,16.0,65.11627906976744,60.714285714285715,53.333333333333336,0.03488372093023256,0.011627906976744186
154167,2012-1536,Madrid Masters,Clay,56,M,20120506,55,103819,3.0,,Roger Federer,R,185.0,SUI,30.7460643395,104607,6.0,,Tomas Berdych,R,196.0,CZE,26.636550308,3-6 7-5 7-5,3,F,158.0,13.0,2.0,104.0,68.0,51.0,15.0,16.0,6.0,9.0,10.0,4.0,100.0,55.0,37.0,26.0,17.0,7.0,11.0,3.0,8520.0,7.0,3990.0,2012,2010s,23.0,6.0,204.0,123.0,81.0,88.0,41.0,60.294117647058826,71.54471544715447,50.617283950617285,0.11274509803921569,0.029411764705882353
154222,2012-416,Rome Masters,Clay,56,M,20120513,55,104745,2.0,,Rafael Nadal,L,185.0,ESP,25.9466119097,104925,1.0,,Novak Djokovic,R,188.0,SRB,24.9801505818,7-5 6-3,3,F,141.0,0.0,0.0,69.0,39.0,27.0,17.0,10.0,6.0,7.0,1.0,4.0,74.0,47.0,32.0,10.0,11.0,3.0,7.0,3.0,9105.0,1.0,11200.0,2012,2010s,1.0,4.0,143.0,86.0,57.0,59.0,27.0,60.13986013986014,68.6046511627907,47.36842105263158,0.006993006993006993,0.027972027972027972
155063,2012-421,Canada Masters,Hard,48,M,20120806,47,104925,1.0,,Novak Djokovic,R,188.0,SRB,25.2101300479,104755,14.0,,Richard Gasquet,R,185.0,FRA,26.135523614,6-3 6-2,3,F,62.0,5.0,0.0,46.0,31.0,26.0,12.0,9.0,4.0,4.0,3.0,1.0,42.0,25.0,19.0,5.0,8.0,0.0,3.0,2.0,11270.0,21.0,1600.0,2012,2010s,8.0,1.0,88.0,56.0,32.0,45.0,17.0,63.63636363636363,80.35714285714286,53.125,0.09090909090909091,0.011363636363636364
155118,2012-422,Cincinnati Masters,Hard,56,M,20120812,55,103819,1.0,,Roger Federer,R,185.0,SUI,31.0143737166,104925,2.0,,Novak Djokovic,R,188.0,SRB,25.2292950034,6-0 7-6(7),3,F,80.0,8.0,1.0,56.0,33.0,27.0,15.0,9.0,0.0,0.0,2.0,5.0,61.0,35.0,23.0,13.0,9.0,1.0,4.0,1.0,11345.0,2.0,11270.0,2012,2010s,10.0,6.0,117.0,68.0,49.0,50.0,28.0,58.11965811965812,73.52941176470588,57.142857142857146,0.08547008547008547,0.05128205128205128
155590,2012-5014,Shanghai Masters,Hard,56,M,20121007,55,104925,2.0,,Novak Djokovic,R,188.0,SRB,25.3826146475,104918,3.0,,Andy Murray,R,190.0,GBR,25.401779603,5-7 7-6(11) 6-3,3,F,201.0,3.0,4.0,104.0,62.0,43.0,20.0,16.0,1.0,6.0,4.0,3.0,128.0,71.0,46.0,26.0,17.0,7.0,13.0,2.0,10970.0,3.0,8090.0,2012,2010s,7.0,7.0,232.0,133.0,99.0,89.0,46.0,57.327586206896555,66.9172932330827,46.464646464646464,0.03017241379310345,0.03017241379310345
155780,2012-352,Paris Masters,Hard,48,M,20121029,47,103970,4.0,,David Ferrer,R,175.0,ESP,30.5763175907,105668,,Q,Jerzy Janowicz,R,203.0,POL,21.9603011636,6-4 6-3,3,F,88.0,5.0,2.0,66.0,52.0,38.0,9.0,10.0,3.0,4.0,11.0,6.0,58.0,33.0,23.0,11.0,9.0,4.0,7.0,5.0,5610.0,69.0,682.0,2012,2010s,16.0,8.0,124.0,85.0,39.0,61.0,20.0,68.54838709677419,71.76470588235294,51.282051282051285,0.12903225806451613,0.06451612903225806
156631,2013-404,Indian Wells Masters,Hard,96,M,20130307,95,104745,5.0,,Rafael Nadal,L,185.0,ESP,26.7515400411,105223,7.0,,Juan Martin del Potro,R,198.0,ARG,24.4435318275,4-6 6-3 6-4,3,F,150.0,4.0,1.0,78.0,49.0,33.0,21.0,15.0,0.0,3.0,5.0,4.0,99.0,69.0,46.0,12.0,14.0,14.0,18.0,5.0,6105.0,7.0,4410.0,2013,2010s,9.0,5.0,177.0,118.0,59.0,79.0,33.0,66.66666666666667,66.94915254237289,55.932203389830505,0.05084745762711865,0.02824858757062147
156726,2013-403,Miami Masters,Hard,96,M,20130320,95,104918,2.0,,Andy Murray,R,190.0,GBR,25.8425735797,103970,3.0,,David Ferrer,R,175.0,ESP,30.9596167009,2-6 6-4 7-6(1),3,F,165.0,2.0,7.0,110.0,60.0,37.0,19.0,15.0,6.0,14.0,4.0,4.0,98.0,55.0,34.0,14.0,15.0,8.0,15.0,3.0,8350.0,5.0,6630.0,2013,2010s,6.0,11.0,208.0,115.0,93.0,71.0,33.0,55.28846153846154,61.73913043478261,35.483870967741936,0.028846153846153848,0.052884615384615384
156946,2013-410,Monte Carlo Masters,Clay,56,M,20130414,55,104925,1.0,,Novak Djokovic,R,188.0,SRB,25.9000684463,104745,3.0,,Rafael Nadal,L,185.0,ESP,26.8665297741,6-2 7-6(1),3,F,112.0,2.0,0.0,61.0,38.0,24.0,14.0,10.0,3.0,6.0,2.0,3.0,78.0,56.0,31.0,7.0,10.0,7.0,12.0,1.0,12500.0,5.0,6385.0,2013,2010s,4.0,3.0,139.0,94.0,45.0,55.0,21.0,67.62589928057554,58.51063829787234,46.666666666666664,0.02877697841726619,0.02158273381294964
157129,2013-1536,Madrid Masters,Clay,56,M,20130505,55,104745,5.0,,Rafael Nadal,L,185.0,ESP,26.9240246407,104527,15.0,,Stan Wawrinka,R,183.0,SUI,28.1067761807,6-2 6-4,3,F,72.0,3.0,1.0,44.0,29.0,26.0,11.0,9.0,0.0,0.0,5.0,4.0,54.0,33.0,22.0,10.0,9.0,8.0,11.0,5.0,5985.0,15.0,2165.0,2013,2010s,8.0,5.0,98.0,62.0,36.0,48.0,21.0,63.265306122448976,77.41935483870968,58.333333333333336,0.08163265306122448,0.05102040816326531
157184,2013-416,Rome Masters,Clay,56,M,20130512,55,104745,5.0,,Rafael Nadal,L,185.0,ESP,26.9431895962,103819,2.0,,Roger Federer,R,185.0,SUI,31.7618069815,6-1 6-3,3,F,69.0,1.0,1.0,42.0,31.0,22.0,8.0,8.0,1.0,2.0,3.0,0.0,53.0,30.0,17.0,7.0,8.0,1.0,6.0,5.0,6895.0,3.0,7760.0,2013,2010s,4.0,1.0,95.0,61.0,34.0,39.0,15.0,64.21052631578948,63.9344262295082,44.11764705882353,0.042105263157894736,0.010526315789473684
158001,2013-421,Canada Masters,Hard,56,M,20130805,55,104745,4.0,,Rafael Nadal,L,185.0,ESP,27.1731690623,105683,11.0,,Milos Raonic,R,196.0,CAN,22.6064339493,6-2 6-2,3,F,68.0,4.0,0.0,40.0,28.0,22.0,11.0,8.0,3.0,3.0,4.0,3.0,46.0,23.0,14.0,10.0,8.0,0.0,4.0,4.0,6860.0,13.0,2225.0,2013,2010s,8.0,3.0,86.0,51.0,35.0,36.0,21.0,59.30232558139535,70.58823529411765,60.0,0.09302325581395349,0.03488372093023256
158056,2013-422,Cincinnati Masters,Hard,56,M,20130811,55,104745,4.0,,Rafael Nadal,L,185.0,ESP,27.1923340178,104545,,,John Isner,R,206.0,USA,28.295687885,7-6(8) 7-6(3),3,F,115.0,6.0,2.0,77.0,56.0,47.0,15.0,12.0,3.0,3.0,11.0,1.0,81.0,62.0,46.0,13.0,12.0,0.0,0.0,3.0,7860.0,22.0,1585.0,2013,2010s,17.0,3.0,158.0,118.0,40.0,93.0,28.0,74.68354430379746,78.8135593220339,70.0,0.10759493670886076,0.0189873417721519
158530,2013-5014,Shanghai Masters,Hard,56,M,20131007,55,104925,1.0,,Novak Djokovic,R,188.0,SRB,26.379192334,105223,6.0,,Juan Martin del Potro,R,198.0,ARG,25.0376454483,6-1 3-6 7-6(3),3,F,152.0,10.0,0.0,85.0,57.0,45.0,16.0,14.0,3.0,4.0,5.0,2.0,104.0,75.0,51.0,13.0,14.0,10.0,12.0,2.0,11120.0,5.0,4925.0,2013,2010s,15.0,2.0,189.0,132.0,57.0,96.0,29.0,69.84126984126983,72.72727272727273,50.87719298245614,0.07936507936507936,0.010582010582010581
158724,2013-352,Paris Masters,Hard,48,M,20131028,47,104925,2.0,,Novak Djokovic,R,188.0,SRB,26.4366872005,103970,3.0,,David Ferrer,R,175.0,ESP,31.5728952772,7-5 7-5,3,F,112.0,4.0,2.0,64.0,36.0,28.0,16.0,12.0,4.0,6.0,1.0,1.0,85.0,52.0,32.0,16.0,12.0,4.0,8.0,2.0,11120.0,3.0,6600.0,2013,2010s,5.0,3.0,149.0,88.0,61.0,60.0,32.0,59.060402684563755,68.18181818181819,52.459016393442624,0.03355704697986577,0.020134228187919462
159574,2014-404,Indian Wells Masters,Hard,96,M,20140306,95,104925,2.0,,Novak Djokovic,R,188.0,SRB,26.7816563997,103819,7.0,,Roger Federer,R,185.0,SUI,32.5667351129,3-6 6-3 7-6(3),3,F,132.0,6.0,5.0,96.0,62.0,47.0,17.0,15.0,1.0,3.0,6.0,4.0,101.0,64.0,45.0,21.0,15.0,4.0,6.0,2.0,10260.0,8.0,4625.0,2014,2010s,12.0,9.0,197.0,126.0,71.0,92.0,38.0,63.95939086294416,73.01587301587301,53.521126760563384,0.06091370558375635,0.04568527918781726
159669,2014-403,Miami Masters,Hard,96,M,20140319,95,104925,2.0,,Novak Djokovic,R,188.0,SRB,26.8199863107,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.7864476386,6-3 6-3,3,F,84.0,5.0,0.0,49.0,35.0,30.0,8.0,9.0,1.0,1.0,2.0,1.0,52.0,37.0,22.0,7.0,9.0,1.0,4.0,2.0,10900.0,1.0,13130.0,2014,2010s,7.0,1.0,101.0,72.0,29.0,52.0,15.0,71.2871287128713,72.22222222222223,51.724137931034484,0.06930693069306931,0.009900990099009901
159877,2014-410,Monte Carlo Masters,Clay,56,M,20140413,55,104527,3.0,,Stan Wawrinka,R,183.0,SUI,29.0458590007,103819,4.0,,Roger Federer,R,185.0,SUI,32.681724846,4-6 7-6(5) 6-2,3,F,134.0,5.0,2.0,93.0,54.0,43.0,22.0,15.0,1.0,3.0,3.0,1.0,103.0,69.0,51.0,15.0,15.0,4.0,7.0,3.0,5760.0,4.0,5355.0,2014,2010s,8.0,3.0,196.0,123.0,73.0,94.0,37.0,62.755102040816325,76.42276422764228,50.68493150684932,0.04081632653061224,0.015306122448979591
160064,2014-1536,Madrid Masters,Clay,56,M,20140504,55,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.9206023272,105453,10.0,,Kei Nishikori,R,178.0,JPN,24.34770705,2-6 6-4 3-0 RET,3,F,103.0,4.0,2.0,55.0,43.0,31.0,7.0,11.0,3.0,6.0,2.0,3.0,65.0,38.0,25.0,13.0,10.0,6.0,9.0,1.0,12900.0,12.0,2440.0,2014,2010s,6.0,5.0,120.0,81.0,39.0,56.0,20.0,67.5,69.1358024691358,51.282051282051285,0.05,0.041666666666666664
160119,2014-416,Rome Masters,Clay,56,M,20140511,55,104925,2.0,,Novak Djokovic,R,188.0,SRB,26.9733059548,104745,1.0,,Rafael Nadal,L,185.0,ESP,27.9397672827,4-6 6-3 6-3,3,F,139.0,7.0,0.0,72.0,45.0,32.0,15.0,14.0,2.0,6.0,0.0,2.0,93.0,70.0,38.0,10.0,14.0,8.0,14.0,2.0,11030.0,1.0,12900.0,2014,2010s,7.0,2.0,165.0,115.0,50.0,70.0,25.0,69.6969696969697,60.869565217391305,50.0,0.04242424242424243,0.012121212121212121
160936,2014-421,Canada Masters,Hard,56,M,20140804,55,104542,13.0,,Jo-Wilfried Tsonga,R,188.0,FRA,29.2977412731,103819,2.0,,Roger Federer,R,185.0,SUI,32.9883641342,7-5 7-6(3),3,F,108.0,11.0,2.0,70.0,35.0,33.0,22.0,12.0,0.0,0.0,7.0,4.0,100.0,64.0,45.0,18.0,12.0,6.0,7.0,15.0,1910.0,3.0,6070.0,2014,2010s,18.0,6.0,170.0,99.0,71.0,78.0,40.0,58.23529411764706,78.78787878787878,56.33802816901409,0.10588235294117647,0.03529411764705882
160991,2014-422,Cincinnati Masters,Hard,56,M,20140810,55,103819,2.0,,Roger Federer,R,185.0,SUI,33.0075290897,103970,6.0,,David Ferrer,R,175.0,ESP,32.3586584531,6-3 1-6 6-2,3,F,102.0,6.0,2.0,74.0,47.0,36.0,13.0,12.0,9.0,11.0,3.0,3.0,88.0,54.0,38.0,14.0,12.0,11.0,14.0,3.0,6670.0,6.0,4255.0,2014,2010s,9.0,5.0,162.0,101.0,61.0,74.0,27.0,62.34567901234568,73.26732673267327,44.26229508196721,0.05555555555555555,0.030864197530864196
161436,2014-5014,Shanghai Masters,Hard,56,M,20141005,55,103819,3.0,,Roger Federer,R,185.0,SUI,33.1608487337,104468,,,Gilles Simon,R,183.0,FRA,29.7741273101,7-6(6) 7-6(2),3,F,113.0,4.0,0.0,71.0,50.0,39.0,15.0,12.0,2.0,3.0,3.0,1.0,90.0,46.0,28.0,28.0,12.0,6.0,7.0,3.0,8170.0,29.0,1220.0,2014,2010s,7.0,1.0,161.0,96.0,65.0,67.0,43.0,59.62732919254658,69.79166666666667,66.15384615384616,0.043478260869565216,0.006211180124223602
161626,2014-352,Paris Masters,Hard,48,M,20141027,47,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.4332648871,105683,7.0,,Milos Raonic,R,196.0,CAN,23.832991102,6-2 6-3,3,F,83.0,4.0,0.0,56.0,42.0,34.0,7.0,9.0,4.0,4.0,9.0,2.0,56.0,37.0,24.0,7.0,8.0,6.0,9.0,1.0,11510.0,10.0,3930.0,2014,2010s,13.0,2.0,112.0,79.0,33.0,58.0,14.0,70.53571428571429,73.41772151898734,42.42424242424242,0.11607142857142858,0.017857142857142856
162480,2015-404,Indian Wells Masters,Hard,96,M,20150312,95,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.7973990418,103819,2.0,,Roger Federer,R,185.0,SUI,33.582477755,6-3 6-7(5) 6-2,3,F,138.0,8.0,5.0,101.0,61.0,47.0,21.0,15.0,8.0,10.0,6.0,3.0,98.0,57.0,41.0,15.0,14.0,8.0,13.0,1.0,13205.0,2.0,9205.0,2015,2010s,14.0,8.0,199.0,118.0,81.0,88.0,36.0,59.2964824120603,74.57627118644068,44.44444444444444,0.07035175879396985,0.04020100502512563
162575,2015-403,Miami Masters,Hard,96,M,20150325,95,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.8357289528,104918,3.0,,Andy Murray,R,190.0,GBR,27.8548939083,7-6(3) 4-6 6-0,3,F,167.0,4.0,4.0,92.0,57.0,36.0,19.0,14.0,3.0,6.0,8.0,3.0,107.0,63.0,40.0,19.0,14.0,13.0,18.0,1.0,13205.0,4.0,5695.0,2015,2010s,12.0,7.0,199.0,120.0,79.0,76.0,38.0,60.301507537688444,63.333333333333336,48.10126582278481,0.06030150753768844,0.035175879396984924
162684,2015-410,Monte Carlo Masters,Clay,56,M,20150412,55,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.8932238193,104607,6.0,,Tomas Berdych,R,196.0,CZE,29.568788501,7-5 4-6 6-3,3,F,163.0,2.0,5.0,102.0,60.0,40.0,21.0,16.0,6.0,10.0,1.0,0.0,108.0,48.0,36.0,27.0,15.0,9.0,14.0,1.0,13205.0,8.0,4510.0,2015,2010s,3.0,5.0,210.0,108.0,102.0,76.0,48.0,51.42857142857143,70.37037037037037,47.05882352941177,0.014285714285714285,0.023809523809523808
162894,2015-1536,Madrid Masters,Clay,56,M,20150503,55,104918,2.0,,Andy Murray,R,190.0,GBR,27.9698836413,104745,3.0,,Rafael Nadal,L,185.0,ESP,28.9171800137,6-3 6-2,3,F,89.0,3.0,1.0,52.0,31.0,21.0,17.0,9.0,3.0,3.0,1.0,1.0,47.0,34.0,23.0,6.0,8.0,3.0,6.0,3.0,6220.0,4.0,5390.0,2015,2010s,4.0,2.0,99.0,65.0,34.0,44.0,23.0,65.65656565656566,67.6923076923077,67.6470588235294,0.04040404040404041,0.020202020202020204
162949,2015-416,Rome Masters,Clay,56,M,20150510,55,104925,1.0,,Novak Djokovic,R,188.0,SRB,27.9698836413,103819,2.0,,Roger Federer,R,185.0,SUI,33.7549623546,6-4 6-3,3,F,76.0,5.0,1.0,53.0,38.0,32.0,10.0,10.0,1.0,1.0,7.0,1.0,62.0,39.0,30.0,8.0,9.0,3.0,5.0,1.0,13845.0,2.0,8645.0,2015,2010s,12.0,2.0,115.0,77.0,38.0,62.0,18.0,66.95652173913044,80.51948051948052,47.36842105263158,0.10434782608695652,0.017391304347826087
